Property_Title,Price,Area_SqFt,BHK,Bathrooms,Furnishing_Status,Property_Type,Seller_Type,Project_Name,Locality,Posted_Date,Floor_Number,Source_Website,Raw_JSON,URL,Description
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,1,2.0,,Apartment,Owner,,Type of property,,,99acres,"""Buy\nAhmedabad\n|\nPost property\nFREE\nHome \u203a Property in Ahmedabad\nHide already seen\nVerified properties\nVerified \u00a0 by 99acres verification team\nBudget\nNo min\nNo max\nType of property\nResidential ApartmentIndependent House/VillaResidential LandIndependent/Builder Floor1 RK/ Studio Apartment\n+ 1 more\nNo. of Bedrooms\n1 RK/1 BHK2 BHK3 BHK4 BHK5 BHK\n+ 5 more\nConstruction Status\nNew LaunchUnder ConstructionReady to move\nPosted by\nOwnerBuilderDealerFeature Dealer\nArea\nsq.ft.\nNo min\nNo max\nLocalities\nSG Hi""",https://www.99acres.com,"Buy
Ahmedabad
|
Post property
FREE
Home › Property in Ahmedabad
Hide already seen
Verified properties
Verified   by 99acres verification team
Budget
No min
No max
Type of property
Residential Apartmen"
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,1,2.0,,Apartment,Owner,,Type of property,,,99acres,"""Buy\nAhmedabad\n|\nPost property\nFREE\nHome \u203a Property in Ahmedabad\nHide already seen\nVerified properties\nVerified \u00a0 by 99acres verification team\nBudget\nNo min\nNo max\nType of property\nResidential ApartmentIndependent House/VillaResidential LandIndependent/Builder Floor1 RK/ Studio Apartment\n+ 1 more\nNo. of Bedrooms\n1 RK/1 BHK2 BHK3 BHK4 BHK5 BHK\n+ 5 more\nConstruction Status\nNew LaunchUnder ConstructionReady to move\nPosted by\nOwnerBuilderDealerFeature Dealer\nArea\nsq.ft.\nNo min\nNo max\nLocalities\nSG Hi""",https://www.99acres.com,"Buy
Ahmedabad
|
Post property
FREE
Home › Property in Ahmedabad
Hide already seen
Verified properties
Verified   by 99acres verification team
Budget
No min
No max
Type of property
Residential Apartmen"
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,1,2.0,,Apartment,Owner,,Type of property,,,99acres,"""Buy\nAhmedabad\n|\nPost property\nFREE\nHome \u203a Property in Ahmedabad\nHide already seen\nVerified properties\nVerified \u00a0 by 99acres verification team\nBudget\nNo min\nNo max\nType of property\nResidential ApartmentIndependent House/VillaResidential LandIndependent/Builder Floor1 RK/ Studio Apartment\n+ 1 more\nNo. of Bedrooms\n1 RK/1 BHK2 BHK3 BHK4 BHK5 BHK\n+ 5 more\nConstruction Status\nNew LaunchUnder ConstructionReady to move\nPosted by\nOwnerBuilderDealerFeature Dealer\nArea\nsq.ft.\nNo min\nNo max\nLocalities\nSG Hi""",https://www.99acres.com,"Buy
Ahmedabad
|
Post property
FREE
Home › Property in Ahmedabad
Hide already seen
Verified properties
Verified   by 99acres verification team
Budget
No min
No max
Type of property
Residential Apartmen"
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,1,2.0,,Apartment,Owner,,Type of property,,,99acres,"""Home \u203a Property in Ahmedabad\nHide already seen\nVerified properties\nVerified \u00a0 by 99acres verification team\nBudget\nNo min\nNo max\nType of property\nResidential ApartmentIndependent House/VillaResidential LandIndependent/Builder Floor1 RK/ Studio Apartment\n+ 1 more\nNo. of Bedrooms\n1 RK/1 BHK2 BHK3 BHK4 BHK5 BHK\n+ 5 more\nConstruction Status\nNew LaunchUnder ConstructionReady to move\nPosted by\nOwnerBuilderDealerFeature Dealer\nArea\nsq.ft.\nNo min\nNo max\nLocalities\nSG Highway\n4.3\n\u2605\nSG Highway\n4.2\n\u2605\nBopal\n""",https://www.99acres.com/,"Home › Property in Ahmedabad
Hide already seen
Verified properties
Verified   by 99acres verification team
Budget
No min
No max
Type of property
Residential ApartmentIndependent House/VillaResidential"
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,2,2.0,,Apartment,Owner,,"The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA",,,99acres,"""22374 results | Property in Ahmedabad for Sale\nGet to know more about\nAhmedabad\nView Insights\nNEW LAUNCH\nOwnerVerifiedUnder constructionReady To MoveWith PhotosWith Videos\nSort By\n2 people already contacted yesterday\nThe Ashoka\n2 BHK Flat in Vastral, Ahmedabad\n\u00b7\nRERA\n\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction\n\nThere is a 2 BHK apartment in Vastral, Ahmedabad East for sale in The Ashoka. With a super built-up area of 1458.0 sq. ft, the residential ap""",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-ashoka-vastral-ahmedabad-east-1458-sq-ft-npspid-P80680643,"22374 results | Property in Ahmedabad for Sale
Get to know more about
Ahmedabad
View Insights
NEW LAUNCH
OwnerVerifiedUnder constructionReady To MoveWith PhotosWith Videos
Sort By
2 people already con"
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,2,2.0,,Apartment,Owner,,"The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA",,,99acres,"""2 people already contacted yesterday\nThe Ashoka\n2 BHK Flat in Vastral, Ahmedabad\n\u00b7\nRERA\n\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction\n\nThere is a 2 BHK apartment in Vastral, Ahmedabad East for sale in The Ashoka. With a super built-up area of 1458.0 sq. ft, the residential apartment is available at a price of Rs. 59.51 Lac. The Ashoka is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like """,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-ashoka-vastral-ahmedabad-east-1458-sq-ft-npspid-P80680643,"2 people already contacted yesterday
The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA
₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction

There is a 2 BHK apar"
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,2,,,Apartment,Builder,,"The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA",,,99acres,"""2 people already contacted yesterday\nThe Ashoka\n2 BHK Flat in Vastral, Ahmedabad\n\u00b7\nRERA\n\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction\n\nThere is a 2 BHK apartment in Vastral, Ahmedabad East for sale in The Ashoka. With a super built-up area of 1458.0 sq. ft, the residential apartment is available at a price of Rs. 59.51 Lac. The Ashoka is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like """,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-ashoka-vastral-ahmedabad-east-1458-sq-ft-npspid-P80680643,"2 people already contacted yesterday
The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA
₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction

There is a 2 BHK apar"
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,2,,,Apartment,Builder,,"The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA",,,99acres,"""2 people already contacted yesterday\nThe Ashoka\n2 BHK Flat in Vastral, Ahmedabad\n\u00b7\nRERA\n\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction\n\nThere is a 2 BHK apartment in Vastral, Ahmedabad East for sale in The Ashoka. With a super built-up area of 1458.0 sq. ft, the residential apartment is available at a price of Rs. 59.51 Lac. The Ashoka is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like """,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-ashoka-vastral-ahmedabad-east-1458-sq-ft-npspid-P80680643,"2 people already contacted yesterday
The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA
₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction

There is a 2 BHK apar"
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,2,,,Apartment,,,"The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA",,,99acres,"""2 people already contacted yesterday\nThe Ashoka\n2 BHK Flat in Vastral, Ahmedabad\n\u00b7\nRERA\n\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction\n\nThere is a 2 BHK apartment in Vastral, Ahmedabad East for sale in The Ashoka. With a super built-up area of 1458.0 sq. ft, the residential apartment is available at a price of Rs. 59.51 Lac. The Ashoka is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like """,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-ashoka-vastral-ahmedabad-east-1458-sq-ft-npspid-P80680643,"2 people already contacted yesterday
The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA
₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction

There is a 2 BHK apar"
"2 BHK Flat in Vastral, Ahmedabad","₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction",1458.0,2,,,Apartment,,,"The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA",,,99acres,"""The Ashoka\n2 BHK Flat in Vastral, Ahmedabad\n\u00b7\nRERA\n\u20b959.51 Lac\n\u20b94,081 /sqft\n1,458 sqft\n(135 sqm)\nSuper Built-up Area\n2 BHK\nUnder Construction\n\nThere is a 2 BHK apartment in Vastral, Ahmedabad East for sale in The Ashoka. With a super built-up area of 1458.0 sq. ft, the residential apartment is available at a price of Rs. 59.51 Lac. The Ashoka is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like a Indoor Games, Jogging Track, Lifts,""",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-ashoka-vastral-ahmedabad-east-1458-sq-ft-npspid-P80680643,"The Ashoka
2 BHK Flat in Vastral, Ahmedabad
·
RERA
₹59.51 Lac
₹4,081 /sqft
1,458 sqft
(135 sqm)
Super Built-up Area
2 BHK
Under Construction

There is a 2 BHK apartment in Vastral, Ahmedabad East for "
